movieId,title,genres,Cluster
3342.0,Birdy (1984),Drama|War,3
3344.0,Blood Feast (1963),Horror,5
3345.0,"Charlie, the Lonesome Cougar (1967)",Adventure|Children,9
3347.0,Never Cry Wolf (1983),Adventure|Drama,3
3350.0,"Raisin in the Sun, A (1961)",Drama,3
3353.0,"Closer You Get, The (2000)",Comedy|Romance,2
3354.0,Mission to Mars (2000),Sci-Fi,5
3355.0,"Ninth Gate, The (1999)",Fantasy|Horror|Mystery|Thriller,5
3357.0,East-West (Est-ouest) (1999),Drama|Romance,1
3358.0,Defending Your Life (1991),Comedy|Drama|Fantasy|Romance,1
3359.0,Breaking Away (1979),Comedy|Drama,4
3360.0,Hoosiers (a.k.a. Best Shot) (1986),Drama|Romance,1
3361.0,Bull Durham (1988),Comedy|Drama|Romance,1
3362.0,Dog Day Afternoon (1975),Crime|Drama,0
3363.0,American Graffiti (1973),Comedy|Drama,4
3364.0,"Asphalt Jungle, The (1950)",Crime|Film-Noir,0
3365.0,"Searchers, The (1956)",Drama|Western,3
3368.0,"Big Country, The (1958)",Romance|Western,1
3370.0,Betrayed (1988),Drama|Thriller,3
3372.0,"Bridge at Remagen, The (1969)",Action|War,7
3374.0,Daughters of the Dust (1991),Drama,3
3378.0,"Ogre, The (Unhold, Der) (1996)",Drama,3
3379.0,On the Beach (1959),Drama,3
3384.0,"Taking of Pelham One Two Three, The (1974)",Action|Crime,8
3385.0,Volunteers (1985),Comedy,2
3386.0,JFK (1991),Drama|Mystery|Thriller,0
3387.0,Who's Harry Crumb? (1989),Comedy|Mystery,2
3388.0,Harry and the Hendersons (1987),Children|Comedy,2
3389.0,Let's Get Harry (1986),Action|Adventure,7
3390.0,Shanghai Surprise (1986),Adventure|Crime|Drama|Romance,1
3391.0,Who's That Girl? (1987),Comedy,2
3392.0,She-Devil (1989),Comedy,2
3393.0,Date with an Angel (1987),Comedy|Fantasy|Romance,2
3394.0,Blind Date (1987),Comedy|Romance,2
3395.0,Nadine (1987),Comedy,2
3396.0,"Muppet Movie, The (1979)",Adventure|Children|Comedy|Musical,9
3397.0,"Great Muppet Caper, The (1981)",Children|Comedy,2
3398.0,"Muppets Take Manhattan, The (1984)",Children|Comedy|Musical,2
3400.0,We're Back! A Dinosaur's Story (1993),Adventure|Animation|Children|Fantasy,9
3401.0,Baby... Secret of the Lost Legend (1985),Adventure|Sci-Fi,7
3402.0,Turtle Diary (1985),Comedy|Drama|Romance,1
3403.0,Raise the Titanic (1980),Drama|Thriller,3
3404.0,Titanic (1953),Action|Drama,3
3405.0,"Night to Remember, A (1958)",Action|Drama,3
3406.0,Captain Horatio Hornblower R.N. (1951),Action|Adventure|Drama|War,7
3408.0,Erin Brockovich (2000),Drama,3
3409.0,Final Destination (2000),Drama|Thriller,3
3410.0,Soft Fruit (1999),Comedy|Drama,4
3412.0,"Bear, The (Ours, L') (1988)",Adventure|Children|Drama,3
3414.0,Love Is a Many-Splendored Thing (1955),Drama|Romance|War,1
3415.0,"Mirror, The (Zerkalo) (1975)",Drama,3
3417.0,"Crimson Pirate, The (1952)",Adventure|Comedy,2
3418.0,Thelma & Louise (1991),Adventure|Crime|Drama,0
3420.0,...And Justice for All (1979),Drama|Thriller,3
3421.0,Animal House (1978),Comedy,2
3422.0,She's Gotta Have It (1986),Comedy|Romance,2
3423.0,School Daze (1988),Drama,3
3424.0,Do the Right Thing (1989),Drama,3
3425.0,Mo' Better Blues (1990),Drama|Musical,3
3426.0,Jungle Fever (1991),Drama|Romance,1
3428.0,"Champ, The (1979)",Drama,3
3429.0,Creature Comforts (1989),Animation|Comedy,2
3430.0,Death Wish (1974),Action|Crime|Drama,0
3431.0,Death Wish 2 (1982),Action|Drama,3
3432.0,Death Wish 3 (1985),Action|Drama,3
3433.0,Death Wish 4: The Crackdown (1987),Action|Drama,3
3434.0,Death Wish 5: The Face of Death (1994),Action|Drama,3
3435.0,Double Indemnity (1944),Crime|Drama|Film-Noir,0
3436.0,Dying Young (1991),Drama|Romance,1
3438.0,Teenage Mutant Ninja Turtles (1990),Action|Children|Comedy|Fantasy|Sci-Fi,9
3439.0,Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991),Action|Children|Fantasy,7
3440.0,Teenage Mutant Ninja Turtles III (1993),Action|Adventure|Children|Comedy|Fantasy,9
3441.0,Red Dawn (1984),Action|Drama|War,3
3442.0,Band of the Hand (1986),Action|Crime|Drama,0
3444.0,Bloodsport (1988),Action,7
3445.0,Eyes of Laura Mars (1978),Mystery|Thriller,5
3446.0,Funny Bones (1995),Comedy|Drama,4
3447.0,"Good Earth, The (1937)",Drama,3
3448.0,"Good Morning, Vietnam (1987)",Comedy|Drama|War,4
3449.0,"Good Mother, The (1988)",Drama,3
3450.0,Grumpy Old Men (1993),Comedy,2
3451.0,Guess Who's Coming to Dinner (1967),Drama,3
3452.0,Romeo Must Die (2000),Action|Crime|Romance|Thriller,8
3453.0,Here on Earth (2000),Drama|Romance,1
3454.0,Whatever It Takes (2000),Comedy|Romance,2
3455.0,Buddy Boy (1999),Drama|Thriller,3
3456.0,"Color of Paradise, The (Rang-e khoda) (1999)",Drama,3
3459.0,Gothic (1986),Drama|Horror,3
3461.0,Lord of the Flies (1963),Adventure|Drama|Thriller,3
3462.0,Modern Times (1936),Comedy|Drama|Romance,1
3466.0,Heart and Souls (1993),Comedy|Fantasy,2
3467.0,Hud (1963),Drama|Western,3
3468.0,"Hustler, The (1961)",Drama,3
3469.0,Inherit the Wind (1960),Drama,3
3470.0,Dersu Uzala (1975),Adventure|Drama,3
3471.0,Close Encounters of the Third Kind (1977),Adventure|Drama|Sci-Fi,3
3473.0,Jonah Who Will Be 25 in the Year 2000 (Jonas qui aura 25 ans en l'an 2000) (1976),Comedy,2
3474.0,Retroactive (1997),Sci-Fi|Thriller,5
3475.0,"Place in the Sun, A (1951)",Drama|Romance,1
3476.0,Jacob's Ladder (1990),Horror|Mystery,5
3477.0,Empire Records (1995),Comedy|Drama,4
3478.0,"Bamba, La (1987)",Drama,3
3479.0,Ladyhawke (1985),Adventure|Fantasy|Romance,7
3480.0,Lucas (1986),Drama|Romance,1
3481.0,High Fidelity (2000),Comedy|Drama|Romance,1
3483.0,"Road to El Dorado, The (2000)",Animation|Children,9
3484.0,"Skulls, The (2000)",Thriller,5
3489.0,Hook (1991),Adventure|Comedy|Fantasy,2
3492.0,"Son of the Sheik, The (1926)",Adventure|Comedy|Romance,2
3494.0,True Grit (1969),Adventure|Drama|Western,3
3496.0,Madame Sousatzka (1988),Drama,3
3497.0,Max Dugan Returns (1983),Comedy,2
3498.0,Midnight Express (1978),Drama,3
3499.0,Misery (1990),Drama|Horror|Thriller,5
3500.0,Mr. Saturday Night (1992),Comedy|Drama,4
3501.0,Murphy's Romance (1985),Comedy|Romance,2
3502.0,My Life (1993),Drama,3
3503.0,Solaris (Solyaris) (1972),Drama|Mystery|Sci-Fi,3
3504.0,Network (1976),Comedy|Drama,4
3505.0,No Way Out (1987),Drama|Mystery|Thriller,0
3506.0,North Dallas Forty (1979),Comedy|Drama,4
3507.0,"Odd Couple, The (1968)",Comedy,2
3508.0,"Outlaw Josey Wales, The (1976)",Action|Adventure|Drama|Thriller|Western,8
3510.0,Frequency (2000),Drama|Thriller,3
3511.0,Ready to Rumble (2000),Comedy,2
3512.0,Return to Me (2000),Drama|Romance,1
3513.0,Rules of Engagement (2000),Drama|Thriller,3
3514.0,Joe Gould's Secret (2000),Drama,3
3515.0,Me Myself I (2000),Comedy|Romance,2
3516.0,"Bell, Book and Candle (1958)",Comedy|Fantasy|Romance,2
3519.0,Force 10 from Navarone (1978),Action|Drama|War,3
3521.0,Mystery Train (1989),Comedy|Drama,4
3524.0,Arthur (1981),Comedy|Romance,2
3525.0,Bachelor Party (1984),Comedy,2
3526.0,Parenthood (1989),Comedy|Drama,4
3527.0,Predator (1987),Action|Sci-Fi|Thriller,8
3528.0,"Prince of Tides, The (1991)",Drama|Romance,1
3529.0,"Postman Always Rings Twice, The (1981)",Crime|Thriller,0
3531.0,All the Vermeers in New York (1990),Comedy|Drama|Romance,1
3534.0,28 Days (2000),Drama,3
3535.0,American Psycho (2000),Crime|Horror|Mystery|Thriller,5
3536.0,Keeping the Faith (2000),Comedy|Drama|Romance,1
3537.0,Where the Money Is (2000),Comedy|Drama,4
3538.0,East is East (1999),Comedy,2
3539.0,"Filth and the Fury, The (2000)",Documentary,6
3543.0,Diner (1982),Comedy|Drama,4
3544.0,Shakes the Clown (1992),Comedy,2
3545.0,Cabaret (1972),Drama|Musical,3
3546.0,What Ever Happened to Baby Jane? (1962),Drama|Horror|Thriller,5
3548.0,Auntie Mame (1958),Comedy|Drama,4
3549.0,Guys and Dolls (1955),Comedy|Musical|Romance,2
3550.0,The Hunger (1983),Horror,5
3551.0,Marathon Man (1976),Crime|Drama|Thriller,0
3552.0,Caddyshack (1980),Comedy,2
3553.0,Gossip (2000),Drama|Thriller,3
3554.0,Love and Basketball (2000),Drama|Romance,1
3555.0,U-571 (2000),Action|Thriller|War,8
3556.0,"Virgin Suicides, The (1999)",Drama|Romance,1
3557.0,Jennifer 8 (1992),Mystery|Thriller,5
3559.0,Limelight (1952),Comedy|Drama|Romance,1
3563.0,"Crow: Salvation, The (2000)",Action|Horror,5
3564.0,"Flintstones in Viva Rock Vegas, The (2000)",Children|Comedy,2
3565.0,Where the Heart Is (2000),Comedy|Drama,4
3566.0,"Big Kahuna, The (2000)",Comedy|Drama,4
3567.0,Bossa Nova (2000),Comedy|Drama|Romance,1
3568.0,Smiling Fish and Goat on Fire (1999),Comedy|Romance,2
3569.0,"Idiots, The (Idioterne) (1998)",Comedy|Drama,4
3571.0,Time Code (2000),Comedy|Drama,4
3572.0,Carnosaur (1993),Horror|Sci-Fi,5
3573.0,Carnosaur 2 (1995),Horror|Sci-Fi,5
3574.0,Carnosaur 3: Primal Species (1996),Horror|Sci-Fi,5
3576.0,"Hidden, The (1987)",Action|Horror|Sci-Fi,5
3577.0,Two Moon Junction (1988),Drama|Romance,1
3578.0,Gladiator (2000),Action|Adventure|Drama,7
3580.0,Up at the Villa (2000),Drama,3
3581.0,Human Traffic (1999),Comedy,2
3584.0,Breathless (1983),Action|Drama|Romance|Thriller,8
3586.0,The Idolmaker (1980),Drama|Romance,1
3587.0,Inferno (1980),Horror,5
3590.0,"Lords of Flatbush, The (1974)",Comedy|Drama,4
3591.0,Mr. Mom (1983),Comedy|Drama,4
3592.0,"Time Masters (Maîtres du temps, Les) (1982)",Animation|Sci-Fi,9
3593.0,Battlefield Earth (2000),Action|Sci-Fi,7
3594.0,Center Stage (2000),Drama|Musical,3
3596.0,Screwed (2000),Comedy,2
3597.0,Whipped (2000),Comedy,2
3598.0,Hamlet (2000),Crime|Drama|Romance|Thriller,0
3599.0,Anchors Aweigh (1945),Comedy|Musical,2
3604.0,Gypsy (1962),Musical,6
3606.0,On the Town (1949),Comedy|Musical|Romance,2
3608.0,Pee-wee's Big Adventure (1985),Adventure|Comedy,2
3609.0,Regret to Inform (1998),Documentary,6
3614.0,Honeymoon in Vegas (1992),Comedy|Romance,2
3615.0,Dinosaur (2000),Adventure|Animation|Children,9
3616.0,Loser (2000),Comedy|Romance,2
3617.0,Road Trip (2000),Comedy,2
3618.0,Small Time Crooks (2000),Comedy|Crime,2
3619.0,"Hollywood Knights, The (1980)",Comedy,2
3622.0,"Twelve Chairs, The (1970)",Comedy,2
3623.0,Mission: Impossible II (2000),Action|Adventure|Thriller,7
3624.0,Shanghai Noon (2000),Action|Adventure|Comedy|Western,7
3625.0,Better Living Through Circuitry (1999),Documentary,6
3626.0,8 ½ Women (a.k.a. 8 1/2 Women) (a.k.a. Eight and a Half Women) (1999),Comedy,2
3627.0,Carnival of Souls (1962),Horror|Thriller,5
3628.0,Flying Tigers (1942),Action|Drama|Romance|War,1
3629.0,"Gold Rush, The (1925)",Adventure|Comedy|Romance,2
3632.0,Monsieur Verdoux (1947),Comedy|Crime,2
3633.0,On Her Majesty's Secret Service (1969),Action|Adventure|Romance|Thriller,7
3634.0,Seven Days in May (1964),Thriller,5
3635.0,"Spy Who Loved Me, The (1977)",Action|Adventure|Thriller,7
3637.0,Vagabond (Sans toit ni loi) (1985),Drama,3
3638.0,Moonraker (1979),Action|Adventure|Sci-Fi|Thriller,7
3639.0,"Man with the Golden Gun, The (1974)",Action|Adventure|Thriller,7
3640.0,"King in New York, A (1957)",Comedy|Drama,4
3641.0,"Woman of Paris, A (1923)",Drama,3
3643.0,"Fighting Seabees, The (1944)",Action|Drama|War,3
3646.0,Big Momma's House (2000),Comedy,2
3648.0,"Abominable Snowman, The (Abominable Snowman of the Himalayas, The) (1957)",Horror|Sci-Fi,5
3649.0,American Gigolo (1980),Drama,3
3652.0,"City of the Living Dead (a.k.a. Gates of Hell, The) (Paura nella città dei morti viventi) (1980)",Horror,5
3653.0,"Endless Summer, The (1966)",Documentary,6
3654.0,"Guns of Navarone, The (1961)",Action|Adventure|Drama|War,7
3655.0,Blow-Out (La grande bouffe) (1973),Drama,3
3658.0,Quatermass and the Pit (1967),Horror|Sci-Fi,5
3660.0,Puppet Master (1989),Horror|Sci-Fi|Thriller,5
3661.0,Puppet Master II (1991),Horror|Sci-Fi|Thriller,5
3662.0,Puppet Master III: Toulon's Revenge (1991),Horror|Sci-Fi|Thriller,5
3663.0,Puppet Master 4 (1993),Horror|Sci-Fi|Thriller,5
3664.0,Puppet Master 5: The Final Chapter (1994),Horror|Sci-Fi|Thriller,5
3667.0,Rent-A-Cop (1988),Action|Comedy|Crime,2
3668.0,Romeo and Juliet (1968),Drama|Romance,1
3669.0,Stay Tuned (1992),Comedy,2
3671.0,Blazing Saddles (1974),Comedy|Western,2
3672.0,Benji (1974),Adventure|Children,9
3673.0,Benji the Hunted (1987),Adventure|Children,9
3674.0,For the Love of Benji (1977),Adventure|Children|Comedy|Drama,4
3675.0,White Christmas (1954),Comedy|Musical|Romance,2
3676.0,Eraserhead (1977),Drama|Horror,3
3677.0,Baraka (1992),Documentary,6
3678.0,"Man with the Golden Arm, The (1955)",Drama,3
3679.0,"Decline of Western Civilization, The (1981)",Documentary|Musical,6
3680.0,"Decline of Western Civilization Part II: The Metal Years, The (1988)",Documentary,6
3681.0,For a Few Dollars More (Per qualche dollaro in più) (1965),Action|Drama|Thriller|Western,8
3682.0,Magnum Force (1973),Action|Crime|Drama|Thriller,8
3683.0,Blood Simple (1984),Crime|Drama|Film-Noir,0
3684.0,"Fabulous Baker Boys, The (1989)",Drama|Romance,1
3685.0,Prizzi's Honor (1985),Comedy|Drama|Romance,1
3686.0,Flatliners (1990),Horror|Sci-Fi|Thriller,5
3687.0,Light Years (Gandahar) (1988),Adventure|Animation|Fantasy|Sci-Fi,9
3688.0,Porky's (1982),Comedy,2
3689.0,Porky's II: The Next Day (1983),Comedy,2
3690.0,Porky's Revenge (1985),Comedy,2
3691.0,Private School (1983),Comedy,2
3692.0,Class of Nuke 'Em High (1986),Comedy|Horror,2
3693.0,"Toxic Avenger, The (1985)",Comedy|Horror,2
3694.0,"Toxic Avenger, Part II, The (1989)",Comedy|Horror,2
3695.0,"Toxic Avenger Part III: The Last Temptation of Toxie, The (1989)",Comedy|Horror,2
3696.0,Night of the Creeps (1986),Comedy|Horror|Sci-Fi|Thriller,5
3697.0,Predator 2 (1990),Action|Sci-Fi|Thriller,8
3698.0,"Running Man, The (1987)",Action|Sci-Fi,7
3699.0,Starman (1984),Adventure|Drama|Romance|Sci-Fi,1
3700.0,"Brother from Another Planet, The (1984)",Drama|Sci-Fi,3
3701.0,Alien Nation (1988),Crime|Drama|Sci-Fi|Thriller,0
3702.0,Mad Max (1979),Action|Adventure|Sci-Fi,7
3703.0,"Road Warrior, The (Mad Max 2) (1981)",Action|Adventure|Sci-Fi|Thriller,7
3704.0,Mad Max Beyond Thunderdome (1985),Action|Adventure|Sci-Fi,7
3705.0,Bird on a Wire (1990),Action|Comedy|Romance,2
3706.0,Angel Heart (1987),Film-Noir|Horror|Mystery|Thriller,5
3707.0,9 1/2 Weeks (Nine 1/2 Weeks) (1986),Drama|Romance,1
3708.0,Firestarter (1984),Horror|Thriller,5
3709.0,Sleepwalkers (1992),Horror,5
3710.0,Action Jackson (1988),Action|Comedy|Crime|Thriller,8
3711.0,Sarafina! (1992),Drama,3
3712.0,Soapdish (1991),Comedy,2
3713.0,"Long Walk Home, The (1990)",Drama,3
3714.0,Clara's Heart (1988),Drama,3
3715.0,Burglar (1987),Comedy|Crime,2
3716.0,Fatal Beauty (1987),Action|Comedy|Crime|Drama,4
3717.0,Gone in 60 Seconds (2000),Action|Crime,8
3719.0,Love's Labour's Lost (2000),Comedy|Romance,2
3720.0,Sunshine (1999),Drama,3
3723.0,Hamlet (1990),Drama,3
3724.0,Coming Home (1978),Drama|War,3
3725.0,American Pop (1981),Animation|Musical,9
3726.0,Assault on Precinct 13 (1976),Action|Thriller,8
3727.0,Near Dark (1987),Horror|Western,5
3728.0,One False Move (1992),Crime|Drama|Film-Noir|Thriller,0
3729.0,Shaft (1971),Action|Crime|Drama|Thriller,8
3730.0,"Conversation, The (1974)",Drama|Mystery,3
3731.0,Cutter's Way (1981),Drama|Thriller,3
3732.0,"Fury, The (1978)",Horror,5
3733.0,"Paper Chase, The (1973)",Drama,3
3735.0,Serpico (1973),Crime|Drama,0
3736.0,"Ace in the Hole (Big Carnival, The) (1951)",Drama,3
3737.0,Lonely Are the Brave (1962),Drama|Western,3
3738.0,"Sugarland Express, The (1974)",Drama,3
3739.0,Trouble in Paradise (1932),Comedy|Romance,2
3740.0,Big Trouble in Little China (1986),Action|Adventure|Comedy|Fantasy,7
3741.0,Badlands (1973),Crime|Drama|Thriller,0
3742.0,Battleship Potemkin (1925),Drama|War,3
3743.0,Boys and Girls (2000),Comedy|Romance,2
3744.0,Shaft (2000),Action|Crime|Thriller,8
3745.0,Titan A.E. (2000),Action|Adventure|Animation|Children|Sci-Fi,7
3746.0,Butterfly (La lengua de las mariposas) (1999),Drama,3
3747.0,Jesus' Son (1999),Drama,3
3751.0,Chicken Run (2000),Animation|Children|Comedy,9
3752.0,"Me, Myself & Irene (2000)",Adventure|Comedy,2
3753.0,"Patriot, The (2000)",Action|Drama|War,3
3754.0,"Adventures of Rocky and Bullwinkle, The (2000)",Adventure|Animation|Children|Comedy|Fantasy,9
3755.0,"Perfect Storm, The (2000)",Drama|Thriller,3
3756.0,"Golden Bowl, The (2000)",Drama,3
3758.0,Communion (1989),Drama|Sci-Fi|Thriller,3
3760.0,"Kentucky Fried Movie, The (1977)",Comedy,2
3761.0,"Blood In, Blood Out (1993)",Action|Crime|Drama|Thriller,8
3763.0,F/X (1986),Action|Crime|Thriller,8
3764.0,F/X2 (a.k.a. F/X 2 - The Deadly Art of Illusion) (1991),Action|Crime|Thriller,8
3765.0,"Hot Spot, The (1990)",Crime|Drama|Romance,1
3766.0,Missing in Action (1984),Action|War,7
3767.0,Missing in Action 2: The Beginning (1985),Action|War,7
3768.0,Braddock: Missing in Action III (1988),Action|War,7
3769.0,Thunderbolt and Lightfoot (1974),Action,7
3770.0,Dreamscape (1984),Horror|Sci-Fi|Thriller,5
3771.0,The Golden Voyage of Sinbad (1973),Action|Adventure|Fantasy,7
3773.0,House Party (1990),Comedy,2
3774.0,House Party 2 (1991),Comedy|Drama|Romance,1
3783.0,Croupier (1998),Crime|Drama,0
3784.0,"Kid, The (2000)",Comedy|Fantasy,2
3785.0,Scary Movie (2000),Comedy|Horror,2
3786.0,But I'm a Cheerleader (1999),Comedy,2
3787.0,Shower (Xizao) (1999),Comedy,2
3788.0,Blow-Up (Blowup) (1966),Drama|Mystery,3
3789.0,"Pawnbroker, The (1964)",Drama,3
3790.0,Groove (2000),Drama,3
3791.0,Footloose (1984),Drama,3
3792.0,Duel in the Sun (1946),Drama|Romance|Western,1
3793.0,X-Men (2000),Action|Adventure|Sci-Fi,7
3794.0,Chuck & Buck (2000),Comedy|Drama,4
3795.0,"Five Senses, The (1999)",Drama,3
3797.0,"In Crowd, The (2000)",Thriller,5
3798.0,What Lies Beneath (2000),Drama|Horror|Mystery,3
3799.0,Pokémon the Movie 2000 (2000),Animation|Children,9
3801.0,Anatomy of a Murder (1959),Drama|Mystery,3
3802.0,Freejack (1992),Action|Sci-Fi,7
3806.0,Mackenna's Gold (1969),Western,6
3807.0,Sinbad and the Eye of the Tiger (1977),Adventure|Fantasy,7
3808.0,"Two Women (Ciociara, La) (1960)",Drama|War,3
3809.0,What About Bob? (1991),Comedy,2
3810.0,White Sands (1992),Drama|Thriller,3
3811.0,Breaker Morant (1980),Drama|War,3
3812.0,Everything You Always Wanted to Know About Sex * But Were Afraid to Ask (1972),Comedy,2
3813.0,Interiors (1978),Drama,3
3814.0,Love and Death (1975),Comedy,2
3816.0,"Official Story, The (La historia oficial) (1985)",Drama,3
3819.0,Tampopo (1985),Comedy,2
3821.0,Nutty Professor II: The Klumps (2000),Comedy,2
3822.0,"Girl on the Bridge, The (Fille sur le pont, La) (1999)",Drama|Romance,1
3823.0,Wonderland (1999),Drama,3
3824.0,Autumn in New York (2000),Drama|Romance,1
3825.0,Coyote Ugly (2000),Comedy|Drama|Romance,1
3826.0,Hollow Man (2000),Horror|Sci-Fi|Thriller,5
3827.0,Space Cowboys (2000),Action|Adventure|Comedy|Sci-Fi,7
3830.0,Psycho Beach Party (2000),Comedy|Horror|Thriller,5
3831.0,Saving Grace (2000),Comedy,2
3832.0,"Black Sabbath (Tre volti della paura, I) (1963)",Horror,5
3833.0,"Brain That Wouldn't Die, The (1962)",Horror|Sci-Fi,5
3834.0,Bronco Billy (1980),Adventure|Drama|Romance,1
3835.0,"Crush, The (1993)",Thriller,5
3836.0,Kelly's Heroes (1970),Action|Comedy|War,2
3837.0,Phantasm II (1988),Action|Fantasy|Horror|Sci-Fi|Thriller,5
3838.0,Phantasm III: Lord of the Dead (1994),Horror,5
3839.0,Phantasm IV: Oblivion (1998),Horror,5
3840.0,Pumpkinhead (1988),Horror,5
3841.0,Air America (1990),Action|Comedy,2
3843.0,Sleepaway Camp (1983),Horror,5
3844.0,Steel Magnolias (1989),Drama,3
3845.0,And God Created Woman (Et Dieu... créa la femme) (1956),Drama,3
3846.0,Easy Money (1983),Comedy,2
3847.0,"Ilsa, She Wolf of the SS (1974)",Horror,5
3849.0,The Spiral Staircase (1945),Horror|Mystery|Thriller,5
3851.0,I'm the One That I Want (2000),Comedy,2
3852.0,"Tao of Steve, The (2000)",Comedy,2
3855.0,"Affair of Love, An (Liaison pornographique, Une) (1999)",Drama|Romance,1
3857.0,Bless the Child (2000),Thriller,5
3858.0,Cecil B. DeMented (2000),Comedy,2
3859.0,"Eyes of Tammy Faye, The (2000)",Documentary,6
3861.0,"Replacements, The (2000)",Comedy,2
3862.0,About Adam (2000),Comedy,2
3863.0,"Cell, The (2000)",Drama|Horror|Thriller,5
3864.0,Godzilla 2000 (Gojira ni-sen mireniamu) (1999),Action|Adventure|Sci-Fi,7
3865.0,"Original Kings of Comedy, The (2000)",Comedy|Documentary,6
3868.0,"Naked Gun: From the Files of Police Squad!, The (1988)",Action|Comedy|Crime|Romance,2
3869.0,"Naked Gun 2 1/2: The Smell of Fear, The (1991)",Comedy,2
3870.0,Our Town (1940),Drama,3
3871.0,Shane (1953),Drama|Western,3
3872.0,"Suddenly, Last Summer (1959)",Drama,3
3873.0,Cat Ballou (1965),Comedy|Western,2
3877.0,Supergirl (1984),Action|Adventure|Fantasy,7
3879.0,"Art of War, The (2000)",Action|Thriller,8
3882.0,Bring It On (2000),Comedy,2
3884.0,"Crew, The (2000)",Comedy,2
3888.0,Skipped Parts (2000),Drama|Romance,1
3889.0,Highlander: Endgame (Highlander IV) (2000),Action|Adventure|Fantasy,7
3893.0,Nurse Betty (2000),Comedy|Crime|Drama|Romance|Thriller,0
3894.0,Solas (1999),Drama,3
3895.0,"Watcher, The (2000)",Crime|Thriller,0
3896.0,"Way of the Gun, The (2000)",Crime|Thriller,0
3897.0,Almost Famous (2000),Drama,3
3898.0,Bait (2000),Action|Comedy,2
3899.0,Circus (2000),Crime|Drama|Thriller,0
3900.0,Crime and Punishment in Suburbia (2000),Comedy|Drama,4
3901.0,Duets (2000),Comedy|Drama,4
3906.0,Under Suspicion (2000),Crime|Thriller,0
3908.0,Urban Legends: Final Cut (2000),Horror,5
3909.0,Woman on Top (2000),Comedy|Romance,2
3910.0,Dancer in the Dark (2000),Drama|Musical,3
3911.0,Best in Show (2000),Comedy,2
3912.0,Beautiful (2000),Comedy|Drama,4
3914.0,"Broken Hearts Club, The (2000)",Drama,3
3915.0,Girlfight (2000),Drama,3
3916.0,Remember the Titans (2000),Drama,3
3917.0,Hellraiser (1987),Horror,5
3918.0,Hellbound: Hellraiser II (1988),Horror,5
3919.0,Hellraiser III: Hell on Earth (1992),Horror,5
3920.0,"Faraway, So Close (In weiter Ferne, so nah!) (1993)",Drama|Fantasy|Mystery|Romance,1
3922.0,Bikini Beach (1964),Comedy,2
3925.0,Stranger Than Paradise (1984),Comedy|Drama,4
3926.0,Voyage to the Bottom of the Sea (1961),Adventure|Sci-Fi,7
3927.0,Fantastic Voyage (1966),Adventure|Sci-Fi,7
3928.0,Abbott and Costello Meet Frankenstein (1948),Comedy|Horror,2
3929.0,"Bank Dick, The (1940)",Comedy,2
3930.0,"Creature from the Black Lagoon, The (1954)",Adventure|Horror|Sci-Fi,5
3932.0,"Invisible Man, The (1933)",Horror|Sci-Fi,5
3933.0,"Killer Shrews, The (1959)",Horror|Sci-Fi,5
3937.0,Runaway (1984),Sci-Fi|Thriller,5
3938.0,"Slumber Party Massacre, The (1982)",Horror,5
3939.0,Slumber Party Massacre II (1987),Horror,5
3940.0,Slumber Party Massacre III (1990),Horror,5
3941.0,Sorority House Massacre (1986),Horror,5
3942.0,Sorority House Massacre II (1990),Horror,5
3943.0,Bamboozled (2000),Comedy,2
3945.0,Digimon: The Movie (2000),Adventure|Animation|Children,9
3946.0,Get Carter (2000),Action|Drama|Thriller,8
3947.0,Get Carter (1971),Action|Crime|Drama|Thriller,8
3948.0,Meet the Parents (2000),Comedy,2
3949.0,Requiem for a Dream (2000),Drama,3
3950.0,Tigerland (2000),Drama,3
3951.0,Two Family House (2000),Drama,3
3952.0,"Contender, The (2000)",Drama|Thriller,3
3953.0,Dr. T and the Women (2000),Comedy|Romance,2
3955.0,"Ladies Man, The (2000)",Comedy,2
3957.0,Billy Jack (1971),Action|Drama,3
3958.0,Billy Jack Goes to Washington (1977),Drama,3
3959.0,"Time Machine, The (1960)",Action|Adventure|Sci-Fi,7
3962.0,Ghoulies II (1987),Comedy|Horror,2
3963.0,"Unsinkable Molly Brown, The (1964)",Musical,6
3964.0,"Adventures of Ichabod and Mr. Toad, The (1949)",Animation|Children,9
3965.0,"Strange Love of Martha Ivers, The (1946)",Drama|Film-Noir,3
3966.0,Detour (1945),Crime|Film-Noir,0
3967.0,Billy Elliot (2000),Drama,3
3968.0,Bedazzled (2000),Comedy,2
3969.0,Pay It Forward (2000),Drama,3
3971.0,"Private Eyes, The (1981)",Comedy|Mystery,2
3972.0,"Legend of Drunken Master, The (Jui kuen II) (1994)",Action|Comedy,2
3973.0,Book of Shadows: Blair Witch 2 (2000),Crime|Horror|Mystery|Thriller,5
3974.0,"Little Vampire, The (2000)",Adventure|Children,9
3977.0,Charlie's Angels (2000),Action|Comedy,2
3978.0,"Legend of Bagger Vance, The (2000)",Drama|Romance,1
3979.0,Little Nicky (2000),Comedy,2
3980.0,Men of Honor (2000),Drama,3
3981.0,Red Planet (2000),Action|Sci-Fi|Thriller,8
3983.0,You Can Count on Me (2000),Drama|Romance,1
3984.0,Diamonds Are Forever (1971),Action|Adventure|Thriller,7
